Time(s),Bus Voltage(V),Shunt Voltage(mV),Current(mA),Power(mW)
8076,5.112,0.97,97.0,500.0
8077,5.116,0.98,95.0,500.0
8078,5.112,0.97,97.0,500.0
8079,5.112,0.97,98.0,500.0
8080,5.112,0.95,100.0,520.0
8081,5.112,0.94,94.0,500.0
8082,5.112,0.98,97.0,500.0
8083,5.112,0.97,97.0,500.0
8084,5.112,0.95,98.0,500.0
8085,5.112,0.96,98.0,500.0
8086,5.112,0.95,97.0,500.0
8087,5.112,0.98,95.0,500.0
8088,5.112,0.99,98.0,500.0
8089,5.112,0.95,94.0,500.0
8090,5.112,1.0,93.0,500.0
8091,5.112,0.96,92.0,460.0
8092,5.112,0.94,94.0,500.0
8093,5.112,0.95,99.0,500.0
8094,5.112,0.94,97.0,500.0
8095,5.112,0.95,98.0,500.0
8096,5.112,0.99,95.0,500.0
8097,5.112,0.96,97.0,500.0
8098,5.112,0.97,98.0,500.0
8099,5.112,0.97,94.0,500.0
8100,5.112,0.95,95.0,500.0
8101,5.112,0.98,100.0,520.0
8102,5.112,0.95,97.0,500.0
8103,5.112,0.99,96.0,500.0
8104,5.112,0.95,95.0,500.0
8105,5.112,1.0,95.0,500.0
8106,5.108,0.95,99.0,500.0
8107,5.112,0.94,95.0,500.0
8108,5.112,1.01,98.0,500.0
8109,5.112,0.95,96.0,500.0
8110,5.112,0.94,95.0,500.0
8111,5.112,0.95,100.0,520.0
8112,5.112,0.95,92.0,460.0
8113,5.112,0.98,95.0,500.0
8114,5.112,0.97,96.0,500.0
8115,5.108,0.97,95.0,500.0
8116,5.112,0.95,99.0,500.0
8117,5.112,0.95,94.0,500.0
8118,5.112,0.97,95.0,500.0
8119,5.108,0.93,100.0,520.0
8120,5.112,0.95,96.0,500.0
8121,5.112,0.94,98.0,500.0
8122,5.108,0.98,98.0,500.0
8123,5.112,0.94,98.0,500.0
8124,5.108,0.97,94.0,500.0
8125,5.108,0.95,97.0,500.0
8126,5.112,0.99,98.0,500.0
8127,5.112,0.93,95.0,500.0
8128,5.112,0.94,97.0,500.0
8129,5.112,0.99,93.0,500.0
8130,5.112,0.95,94.0,500.0
8131,5.108,0.98,97.0,500.0
8132,5.112,0.92,95.0,500.0
8133,5.112,0.92,93.0,500.0
8134,5.112,0.97,94.0,500.0
8135,5.112,0.95,98.0,500.0
8137,5.112,0.97,95.0,500.0
8138,5.112,0.96,98.0,500.0
8139,5.112,0.97,93.0,500.0
8140,5.112,0.98,96.0,500.0
8141,5.112,0.93,98.0,500.0
8142,5.112,0.94,95.0,500.0
8143,5.108,0.97,98.0,500.0
8144,5.112,0.95,95.0,500.0
8145,5.112,0.96,94.0,500.0
8146,5.108,0.94,98.0,500.0
8147,5.112,0.96,93.0,500.0
8148,5.112,0.99,96.0,500.0
8149,5.108,0.98,95.0,500.0
8150,5.112,0.94,95.0,500.0
8151,5.108,1.0,100.0,520.0
8152,5.108,0.95,95.0,500.0
8153,5.112,0.94,97.0,500.0
8154,5.112,0.95,95.0,500.0
8155,5.112,0.94,98.0,500.0
8156,5.112,0.96,97.0,500.0
8157,5.112,0.95,98.0,500.0
8158,5.108,0.98,99.0,500.0
8159,5.108,0.94,98.0,500.0
8160,5.112,0.99,94.0,500.0
8161,5.112,0.99,97.0,500.0
8162,5.112,0.97,94.0,500.0
8163,5.108,0.97,97.0,500.0
8164,5.108,0.97,97.0,500.0
8165,5.112,0.96,93.0,500.0
8166,5.108,1.0,100.0,520.0
8167,5.112,0.98,102.0,520.0
8168,5.108,0.97,96.0,500.0
8169,5.112,0.98,96.0,500.0
8170,5.108,0.94,95.0,500.0
8171,5.112,0.96,94.0,500.0
8172,5.108,0.96,99.0,500.0
8173,5.112,0.94,93.0,460.0
8174,5.112,0.97,98.0,500.0
8175,5.112,0.92,95.0,500.0
8176,5.112,0.96,95.0,500.0
8177,5.112,0.94,99.0,500.0
8178,5.108,0.95,95.0,500.0
8179,5.108,0.94,91.0,460.0
8180,5.112,0.95,97.0,500.0
8181,5.112,0.97,95.0,500.0
8182,5.112,0.98,95.0,500.0
8183,5.112,0.96,94.0,500.0
8184,5.108,0.97,95.0,500.0
8185,5.108,0.95,98.0,500.0
8186,5.108,0.94,94.0,500.0
8187,5.108,0.95,95.0,500.0
8188,5.112,0.94,96.0,500.0
8189,5.112,0.94,92.0,460.0
8190,5.108,0.95,98.0,500.0
8191,5.108,0.95,93.0,500.0
8192,5.108,0.99,97.0,500.0
8193,5.108,0.97,99.0,500.0
8194,5.112,0.95,93.0,460.0
8195,5.108,0.97,97.0,500.0
8196,5.108,0.96,96.0,500.0
8197,5.112,1.0,97.0,500.0
8198,5.112,0.99,97.0,500.0
8199,5.108,0.94,95.0,500.0
8200,5.108,0.97,99.0,500.0
8201,5.112,0.95,93.0,500.0
8202,5.108,0.97,96.0,500.0
8203,5.108,1.0,93.0,500.0
8204,5.108,0.95,94.0,500.0
8205,5.108,0.98,97.0,500.0
8206,5.112,0.98,95.0,500.0
8207,5.108,0.94,96.0,500.0
8208,5.108,0.97,96.0,500.0
8209,5.108,0.94,95.0,500.0
8210,5.108,0.94,93.0,500.0
8211,5.112,0.94,98.0,500.0
8212,5.108,0.97,95.0,500.0
8213,5.108,0.99,94.0,500.0
8214,5.108,0.97,97.0,500.0
8215,5.108,0.96,93.0,460.0
8216,5.108,0.97,104.0,520.0
8217,5.108,0.94,96.0,500.0
8218,5.108,0.98,98.0,500.0
8219,5.108,0.94,101.0,520.0
8220,5.108,0.93,95.0,500.0
8221,5.108,1.0,95.0,500.0
8222,5.108,0.96,95.0,500.0
8223,5.108,0.97,94.0,500.0
8224,5.108,0.98,97.0,500.0
8225,5.108,0.94,97.0,500.0
8226,5.108,0.95,95.0,500.0
8227,5.108,0.96,93.0,460.0
8228,5.112,0.95,96.0,500.0
8229,5.108,0.94,94.0,500.0
8230,5.108,0.96,94.0,500.0
8231,5.112,0.97,99.0,500.0
8232,5.108,0.94,99.0,500.0
8233,5.112,0.94,95.0,500.0
8234,5.108,0.94,96.0,500.0
8235,5.108,0.98,94.0,500.0
8236,5.108,0.96,97.0,500.0
8237,5.108,0.98,99.0,500.0
8238,5.108,0.94,96.0,500.0
8239,5.112,0.97,94.0,500.0
8240,5.108,0.95,96.0,500.0
8241,5.108,1.0,96.0,500.0
8242,5.108,0.93,95.0,500.0
8243,5.108,0.95,92.0,460.0
8244,5.108,0.96,98.0,500.0
8245,5.108,0.95,101.0,520.0
8246,5.108,0.95,93.0,460.0
8247,5.108,0.99,94.0,500.0
8248,5.108,0.93,95.0,500.0
8249,5.108,0.96,97.0,500.0
8250,5.108,0.97,98.0,500.0
8251,5.108,0.96,101.0,520.0
8252,5.108,0.94,98.0,500.0
8253,5.108,0.95,94.0,500.0
8254,5.108,0.98,94.0,500.0
8255,5.108,0.97,93.0,460.0
8256,5.108,0.94,95.0,500.0
8257,5.108,0.97,97.0,500.0
8258,5.112,0.95,97.0,500.0
8259,5.104,0.94,93.0,460.0
8260,5.108,0.95,95.0,500.0
8261,5.108,0.92,95.0,500.0
8262,5.108,1.01,95.0,500.0
8263,5.108,1.03,99.0,500.0
8264,5.108,0.94,95.0,500.0
8265,5.104,0.97,95.0,500.0
8266,5.108,0.94,94.0,500.0
8267,5.108,0.96,98.0,500.0
8268,5.104,0.96,94.0,500.0
8269,5.108,0.93,95.0,500.0
8270,5.108,0.96,93.0,460.0
8271,5.108,0.94,101.0,520.0
8272,5.108,0.98,95.0,500.0
8273,5.108,0.98,93.0,460.0
8274,5.108,0.94,98.0,500.0
8275,5.108,0.95,94.0,500.0
8276,5.108,0.93,98.0,500.0
8277,5.108,0.93,98.0,500.0
8278,5.108,1.0,95.0,500.0
8279,5.108,0.94,93.0,460.0
8280,5.108,0.95,95.0,500.0
8281,5.104,0.97,100.0,520.0
8282,5.108,0.96,96.0,500.0
8283,5.108,0.94,97.0,500.0
8284,5.104,0.98,96.0,500.0
8285,5.104,0.97,95.0,500.0
8286,5.108,0.95,95.0,500.0
8287,5.108,0.93,94.0,500.0
8288,5.104,0.99,95.0,500.0
8289,5.104,0.96,99.0,500.0
8290,5.108,0.92,96.0,500.0
8291,5.108,0.96,95.0,500.0
8292,5.108,0.95,95.0,500.0
8293,5.108,0.98,94.0,500.0
8294,5.108,1.0,99.0,500.0
8295,5.108,0.95,95.0,500.0
8296,5.108,0.95,98.0,500.0
8297,5.104,0.96,93.0,460.0
8298,5.108,0.96,95.0,500.0
8299,5.108,0.98,94.0,500.0
8300,5.104,0.97,94.0,500.0
8301,5.108,0.93,95.0,500.0
8302,5.108,0.94,97.0,500.0
8303,5.112,0.97,95.0,500.0
8304,5.112,0.96,95.0,500.0
8305,5.108,0.94,96.0,500.0
8306,5.104,0.94,98.0,500.0
8307,5.108,0.95,97.0,500.0
8308,5.108,0.95,96.0,500.0
8310,5.108,0.95,99.0,500.0
8311,5.108,0.94,93.0,460.0
8312,5.104,0.98,97.0,500.0
8313,5.108,0.98,97.0,500.0
8314,5.104,0.97,93.0,460.0
8315,5.104,0.96,100.0,520.0
8316,5.108,0.94,94.0,500.0
8317,5.108,0.97,97.0,500.0
8318,5.108,1.0,94.0,500.0
8319,5.108,0.93,97.0,500.0
8320,5.104,0.96,95.0,500.0
8321,5.104,0.95,97.0,500.0
8322,5.108,0.95,97.0,500.0
8323,5.104,0.97,101.0,520.0
8324,5.104,0.95,96.0,500.0
8325,5.108,0.96,95.0,500.0
8326,5.104,1.01,95.0,500.0
8327,5.104,0.97,94.0,500.0
8328,5.104,0.97,97.0,500.0
8329,5.108,0.96,99.0,500.0
8330,5.108,0.98,95.0,500.0
8331,5.104,0.95,98.0,500.0
8332,5.108,0.95,92.0,460.0
8333,5.108,0.93,97.0,500.0
8334,5.104,0.95,98.0,500.0
8335,5.108,0.96,97.0,500.0
8336,5.108,0.95,97.0,500.0
8337,5.108,0.97,94.0,500.0
8338,5.104,0.95,94.0,500.0
8339,5.108,0.98,94.0,500.0
8340,5.104,0.95,95.0,500.0
8341,5.104,0.96,92.0,460.0
8342,5.108,0.93,96.0,500.0
8343,5.108,0.98,95.0,500.0
8344,5.108,0.96,97.0,500.0
8345,5.104,0.95,96.0,500.0
8346,5.104,0.93,95.0,500.0
8347,5.104,0.96,97.0,500.0
8348,5.104,0.94,96.0,500.0
8349,5.104,0.96,95.0,500.0
8350,5.1,1.0,95.0,500.0
8351,5.108,0.95,97.0,500.0
8352,5.108,0.98,96.0,500.0
8353,5.108,0.95,94.0,500.0
8354,5.104,0.95,97.0,500.0
8355,5.1,0.97,99.0,500.0
8356,5.104,0.96,100.0,520.0
8357,5.104,1.0,95.0,500.0
8358,5.104,0.95,94.0,500.0
8359,5.104,1.0,93.0,460.0
8360,5.104,0.95,96.0,500.0
8361,5.104,0.97,97.0,500.0
8362,5.108,0.93,99.0,500.0
8363,5.108,0.95,97.0,500.0
8364,5.104,0.94,95.0,500.0
8365,5.1,0.95,94.0,500.0
8366,5.108,0.95,95.0,500.0
8367,5.104,0.96,96.0,500.0
8368,5.104,0.94,102.0,520.0
8369,5.108,0.93,95.0,500.0
8370,5.104,0.96,93.0,460.0
8371,5.104,0.96,95.0,500.0
8372,5.108,0.95,96.0,500.0
8373,5.104,0.96,100.0,520.0
8374,5.104,0.97,95.0,500.0
8375,5.104,0.95,97.0,500.0
8376,5.104,0.99,98.0,500.0
8377,5.104,0.94,96.0,500.0
8378,5.1,0.97,94.0,500.0
8379,5.104,0.95,98.0,500.0
8380,5.104,0.97,94.0,500.0
8381,5.104,0.95,97.0,500.0
8382,5.104,0.94,96.0,500.0
8383,5.108,0.94,95.0,500.0
8384,5.104,0.95,96.0,500.0
8385,5.104,0.97,96.0,500.0
8386,5.104,0.93,95.0,500.0
8387,5.104,0.95,98.0,500.0
8388,5.104,0.97,95.0,500.0
8389,5.108,0.94,95.0,500.0
8390,5.104,0.96,99.0,500.0
8391,5.104,0.99,99.0,500.0
8392,5.104,0.95,95.0,500.0
8393,5.104,0.96,96.0,500.0
8394,5.104,0.97,100.0,520.0
8395,5.104,0.95,94.0,500.0
8396,5.108,0.98,96.0,500.0
8397,5.104,0.93,98.0,500.0
8398,5.104,0.99,95.0,500.0
8399,5.1,0.98,98.0,500.0
8400,5.104,0.95,94.0,500.0
8401,5.104,0.95,98.0,500.0
8402,5.104,0.97,98.0,500.0
8403,5.104,0.93,92.0,460.0
8404,5.104,1.01,92.0,460.0
8405,5.108,0.95,100.0,520.0
8406,5.104,0.96,94.0,500.0
8407,5.104,0.93,98.0,500.0
8408,5.104,0.96,98.0,500.0
8409,5.104,0.93,97.0,500.0
8410,5.104,0.97,92.0,460.0
8411,5.104,0.94,99.0,500.0
8412,5.104,0.98,98.0,500.0
8413,5.104,0.94,94.0,500.0
8414,5.104,0.98,96.0,500.0
8415,5.104,0.95,95.0,500.0
8416,5.108,0.99,94.0,500.0
8417,5.104,0.95,98.0,500.0
8418,5.108,0.95,95.0,500.0
8419,5.1,1.0,96.0,500.0
8420,5.104,0.96,98.0,500.0
8421,5.104,0.95,96.0,500.0
8422,5.1,0.96,98.0,500.0
8423,5.104,0.95,94.0,500.0
8424,5.104,0.93,94.0,500.0
8425,5.104,0.98,99.0,500.0
8426,5.104,0.95,91.0,460.0
8427,5.1,0.97,99.0,500.0
8428,5.1,0.98,94.0,500.0
8429,5.104,0.96,97.0,500.0
8430,5.104,0.97,97.0,500.0
8431,5.104,0.98,97.0,500.0
8432,5.104,0.95,93.0,460.0
8433,5.104,0.97,100.0,520.0
8434,5.1,0.95,97.0,500.0
8435,5.104,0.95,95.0,500.0
8436,5.104,0.96,93.0,460.0
8437,5.1,0.97,97.0,500.0
8438,5.104,0.97,101.0,520.0
8439,5.104,0.93,94.0,500.0
8440,5.104,0.95,100.0,520.0
8441,5.104,0.93,94.0,500.0
8442,5.104,0.94,96.0,500.0
8443,5.104,0.98,96.0,500.0
8444,5.104,0.95,97.0,500.0
8445,5.1,0.97,93.0,460.0
8446,5.104,0.93,99.0,500.0
8447,5.104,0.95,90.0,460.0
8448,5.1,0.93,96.0,500.0
8449,5.104,0.94,94.0,500.0
8450,5.104,0.94,94.0,500.0
8451,5.1,1.0,100.0,520.0
8452,5.1,0.94,95.0,500.0
8453,5.1,0.95,94.0,500.0
8454,5.108,0.93,95.0,500.0
8455,5.104,0.95,94.0,500.0
8456,5.104,1.0,96.0,500.0
8457,5.1,0.97,95.0,500.0
8458,5.104,0.92,93.0,460.0
8459,5.104,0.97,96.0,500.0
8460,5.1,1.0,97.0,500.0
8461,5.104,0.94,97.0,500.0
8462,5.1,0.96,94.0,500.0
8463,5.104,0.94,94.0,500.0
8464,5.104,0.97,97.0,500.0
8465,5.104,0.97,95.0,500.0
8466,5.104,0.99,98.0,500.0
8467,5.104,0.94,92.0,460.0
8468,5.104,0.97,97.0,500.0
8469,5.1,0.97,99.0,500.0
8470,5.104,0.94,95.0,500.0
8471,5.1,0.96,97.0,500.0
8472,5.1,0.99,103.0,520.0
8473,5.104,0.94,98.0,500.0
8474,5.1,0.99,97.0,500.0
8475,5.1,0.95,94.0,500.0
8476,5.104,0.97,91.0,460.0
8477,5.1,0.96,97.0,500.0
8478,5.104,0.97,95.0,500.0
8479,5.1,0.94,100.0,520.0
8480,5.104,0.96,97.0,500.0
8481,5.104,0.94,94.0,500.0
8483,5.104,0.98,97.0,500.0
8484,5.104,0.95,95.0,500.0
8485,5.1,0.95,96.0,500.0
8486,5.104,0.93,96.0,500.0
8487,5.1,0.93,95.0,500.0
8488,5.104,0.94,93.0,460.0
8489,5.104,0.95,95.0,500.0
8490,5.1,0.95,95.0,500.0
8491,5.1,0.95,98.0,500.0
8492,5.104,0.98,93.0,460.0
8493,5.1,0.98,97.0,500.0
8494,5.104,0.97,96.0,500.0
8495,5.104,0.95,94.0,500.0
8496,5.1,0.98,94.0,500.0
8497,5.104,0.96,96.0,500.0
8498,5.104,0.96,93.0,460.0
8499,5.1,0.98,97.0,500.0
8500,5.104,0.96,94.0,500.0
8501,5.104,0.96,94.0,500.0
8502,5.104,0.93,94.0,500.0
8503,5.104,0.93,93.0,460.0
8504,5.1,0.99,97.0,500.0
8505,5.1,0.97,95.0,500.0
8506,5.104,0.97,96.0,500.0
8507,5.1,0.95,95.0,500.0
8508,5.104,0.95,94.0,500.0
8509,5.104,0.98,95.0,500.0
8510,5.104,0.95,97.0,500.0
8511,5.1,0.96,95.0,500.0
8512,5.1,0.97,97.0,500.0
8513,5.104,0.93,94.0,500.0
8514,5.104,0.98,94.0,500.0
8515,5.1,0.95,94.0,500.0
8516,5.1,1.01,93.0,460.0
8517,5.1,0.99,99.0,500.0
8518,5.104,0.98,99.0,500.0
8519,5.104,0.97,94.0,500.0
8520,5.1,0.95,93.0,460.0
8521,5.1,0.97,99.0,500.0
8522,5.1,0.97,103.0,520.0
8523,5.1,0.94,94.0,500.0
8524,5.1,0.98,97.0,500.0
8525,5.1,0.94,98.0,500.0
8526,5.1,0.98,95.0,500.0
8527,5.1,0.96,97.0,500.0
8528,5.104,0.96,98.0,500.0
8529,5.1,0.97,95.0,500.0
8530,5.1,0.94,98.0,500.0
8531,5.1,0.94,100.0,520.0
8532,5.104,0.97,95.0,500.0
8533,5.1,0.94,94.0,500.0
8534,5.1,0.97,95.0,500.0
8535,5.1,0.97,99.0,500.0
8536,5.1,0.94,98.0,500.0
8537,5.1,0.97,97.0,500.0
8538,5.1,0.98,97.0,500.0
8539,5.1,0.96,94.0,500.0
8540,5.1,0.96,93.0,460.0
8541,5.1,0.94,93.0,460.0
8542,5.104,0.99,97.0,500.0
8543,5.1,0.94,98.0,500.0
8544,5.104,0.92,94.0,500.0
8545,5.104,0.97,97.0,500.0
8546,5.104,0.94,97.0,500.0
8547,5.1,0.98,94.0,500.0
8548,5.1,0.96,100.0,520.0
8549,5.1,0.94,97.0,500.0
8550,5.1,0.97,99.0,500.0
8551,5.1,0.95,97.0,500.0
8552,5.1,0.94,92.0,460.0
8553,5.1,0.98,98.0,500.0
8554,5.1,0.97,92.0,460.0
8555,5.1,0.97,97.0,500.0
8556,5.1,0.95,98.0,500.0
8557,5.1,0.98,95.0,500.0
8558,5.1,0.97,97.0,500.0
8559,5.1,0.95,94.0,500.0
8560,5.1,0.97,98.0,500.0
8561,5.1,0.95,96.0,500.0
8562,5.104,0.96,94.0,500.0
8563,5.096,0.95,97.0,500.0
8564,5.1,0.94,96.0,500.0
8565,5.1,0.95,95.0,500.0
8566,5.1,0.95,94.0,500.0
8567,5.1,0.97,96.0,500.0
8568,5.1,0.98,94.0,500.0
8569,5.1,0.93,97.0,500.0
8570,5.1,0.97,94.0,500.0
8571,5.096,1.03,97.0,500.0
8572,5.1,0.97,94.0,500.0
8573,5.104,0.95,95.0,500.0
8574,5.096,0.93,97.0,500.0
8575,5.1,0.93,94.0,500.0
8576,5.104,0.97,99.0,500.0
8577,5.096,0.93,97.0,500.0
8578,5.1,0.95,92.0,460.0
8579,5.1,0.95,93.0,460.0
8580,5.1,0.95,96.0,500.0
8581,5.1,0.97,97.0,500.0
8582,5.1,0.95,97.0,500.0
8583,5.1,0.94,94.0,500.0
8584,5.104,0.94,92.0,460.0
8585,5.1,0.98,92.0,460.0
8586,5.1,0.96,99.0,500.0
8587,5.1,0.98,95.0,500.0
8588,5.1,0.99,96.0,500.0
8589,5.1,0.96,98.0,500.0
8590,5.104,0.96,97.0,500.0
8591,5.1,0.97,97.0,500.0
8592,5.1,0.98,95.0,500.0
8593,5.1,0.94,94.0,500.0
8594,5.1,0.95,97.0,500.0
8595,5.1,0.96,100.0,520.0
8596,5.1,0.93,94.0,500.0
8597,5.1,0.98,95.0,500.0
8598,5.1,0.95,94.0,500.0
8599,5.1,1.0,95.0,500.0
8600,5.1,0.96,97.0,500.0
8601,5.1,0.97,95.0,500.0
8602,5.096,0.99,97.0,500.0
8603,5.1,0.99,94.0,500.0
8604,5.1,0.95,96.0,500.0
8605,5.096,0.98,98.0,500.0
8606,5.1,0.93,97.0,500.0
8607,5.1,0.98,96.0,500.0
8608,5.096,0.97,99.0,500.0
8609,5.1,0.93,97.0,500.0
8610,5.1,0.96,95.0,500.0
8611,5.096,0.93,94.0,500.0
8612,5.1,0.97,94.0,500.0
8613,5.1,0.96,96.0,500.0
8614,5.1,0.93,97.0,500.0
8615,5.1,0.95,97.0,500.0
8616,5.096,0.95,95.0,500.0
8617,5.1,0.94,94.0,500.0
8618,5.1,0.95,98.0,500.0
8619,5.1,0.98,94.0,500.0
8620,5.1,0.98,97.0,500.0
8621,5.096,0.96,94.0,500.0
8622,5.1,0.96,93.0,460.0
8623,5.096,1.0,95.0,500.0
8624,5.1,0.94,97.0,500.0
8625,5.096,0.98,98.0,500.0
8626,5.096,0.95,96.0,500.0
8627,5.1,0.95,94.0,500.0
8628,5.1,1.0,94.0,500.0
8629,5.1,0.97,95.0,500.0
8630,5.096,0.95,95.0,500.0
8631,5.1,0.97,93.0,460.0
8632,5.1,0.93,94.0,500.0
8633,5.1,0.95,99.0,500.0
8634,5.1,0.96,92.0,460.0
8635,5.096,0.96,97.0,500.0
8636,5.1,0.97,97.0,500.0
8637,5.096,0.97,96.0,500.0
8638,5.096,0.96,98.0,500.0
8639,5.1,0.97,98.0,500.0
8640,5.096,0.96,94.0,500.0
8641,5.096,0.96,94.0,500.0
8642,5.1,0.95,95.0,500.0
8643,5.096,0.97,94.0,500.0
8644,5.096,0.97,98.0,500.0
8645,5.1,0.95,92.0,460.0
8646,5.096,0.97,94.0,500.0
8647,5.1,0.97,99.0,500.0
8648,5.1,0.95,97.0,500.0
8649,5.1,0.96,97.0,500.0
8650,5.1,0.92,93.0,460.0
8651,5.1,0.97,96.0,500.0
8652,5.096,0.95,97.0,500.0
8653,5.1,0.95,95.0,500.0
8655,5.096,0.96,93.0,460.0
8656,5.1,0.95,97.0,500.0
8657,5.104,0.94,96.0,500.0
8658,5.096,0.94,98.0,500.0
8659,5.1,0.99,93.0,460.0
8660,5.096,0.92,97.0,500.0
8661,5.1,0.94,95.0,500.0
8662,5.096,0.97,95.0,500.0
8663,5.1,0.99,97.0,500.0
8664,5.096,0.94,95.0,500.0
8665,5.096,0.98,101.0,520.0
8666,5.1,0.95,94.0,500.0
8667,5.1,0.94,95.0,500.0
8668,5.1,0.99,95.0,500.0
8669,5.096,0.94,96.0,500.0
8670,5.096,0.99,98.0,500.0
8671,5.1,0.94,96.0,500.0
8672,5.096,0.97,94.0,500.0
8673,5.096,0.93,97.0,500.0
8674,5.096,0.94,94.0,500.0
8675,5.096,0.97,95.0,500.0
8676,5.096,0.98,98.0,500.0
8677,5.096,0.94,95.0,500.0
8678,5.096,0.97,98.0,500.0
8679,5.1,0.96,97.0,500.0
8680,5.096,0.94,93.0,460.0
8681,5.096,0.99,100.0,520.0
8682,5.096,0.98,97.0,500.0
8683,5.096,0.98,95.0,500.0
8684,5.096,0.96,98.0,500.0
8685,5.096,0.96,97.0,500.0
8686,5.096,0.99,96.0,500.0
8687,5.1,0.94,93.0,460.0
8688,5.096,0.95,94.0,500.0
8689,5.096,0.94,100.0,520.0
8690,5.1,0.96,94.0,500.0
8691,5.1,0.95,100.0,520.0
8692,5.1,0.94,93.0,460.0
8693,5.096,0.95,95.0,500.0
8694,5.096,0.97,97.0,500.0
8695,5.1,0.93,94.0,500.0
8696,5.096,0.98,92.0,460.0
8697,5.096,0.94,96.0,500.0
8698,5.096,0.95,94.0,500.0
8699,5.096,0.96,92.0,460.0
8700,5.1,0.98,94.0,500.0
8701,5.096,0.95,94.0,500.0
8702,5.096,0.96,97.0,500.0
8703,5.1,0.95,94.0,500.0
8704,5.096,0.98,99.0,500.0
8705,5.096,0.93,97.0,500.0
8706,5.096,0.94,96.0,500.0
8707,5.096,0.98,94.0,500.0
8708,5.096,0.99,96.0,500.0
8709,5.096,0.96,96.0,500.0
8710,5.096,0.96,98.0,500.0
8711,5.096,0.97,93.0,460.0
8712,5.096,0.95,92.0,460.0
8713,5.096,0.98,96.0,500.0
8714,5.096,0.97,99.0,500.0
8715,5.092,0.98,99.0,500.0
8716,5.096,0.93,95.0,500.0
8717,5.096,0.95,95.0,500.0
8718,5.1,0.94,95.0,500.0
8719,5.096,0.93,98.0,500.0
8720,5.096,1.0,94.0,500.0
8721,5.096,0.93,96.0,500.0
8722,5.096,0.96,94.0,500.0
8723,5.096,0.94,101.0,520.0
8724,5.096,0.95,94.0,500.0
8725,5.096,0.95,97.0,500.0
8726,5.096,0.94,97.0,500.0
8727,5.1,0.93,97.0,500.0
8728,5.096,0.97,98.0,500.0
8729,5.096,0.94,98.0,500.0
8730,5.096,0.92,93.0,460.0
8731,5.096,0.93,98.0,500.0
8732,5.096,0.93,94.0,500.0
8733,5.096,0.98,97.0,500.0
8734,5.096,0.99,92.0,460.0
8735,5.096,0.97,93.0,460.0
8736,5.096,0.98,92.0,460.0
8737,5.096,0.94,93.0,460.0
8738,5.096,0.96,94.0,500.0
8739,5.096,0.95,93.0,460.0
8740,5.096,0.95,96.0,500.0
8741,5.096,0.95,99.0,500.0
8742,5.092,0.94,94.0,500.0
8743,5.096,0.97,97.0,500.0
8744,5.096,0.95,95.0,500.0
8745,5.096,0.96,97.0,500.0
8746,5.096,0.94,101.0,520.0
8747,5.096,0.96,98.0,500.0
8748,5.092,0.98,94.0,500.0
8749,5.096,0.96,97.0,500.0
8750,5.096,0.94,92.0,460.0
8751,5.096,0.99,94.0,500.0
8752,5.1,0.97,100.0,520.0
8753,5.096,0.97,97.0,500.0
8754,5.092,0.95,99.0,500.0
8755,5.096,0.97,96.0,500.0
8756,5.096,0.98,100.0,520.0
8757,5.092,0.95,97.0,500.0
8758,5.096,0.94,93.0,460.0
8759,5.092,0.95,96.0,500.0
8760,5.096,0.95,96.0,500.0
8761,5.096,0.93,92.0,460.0
8762,5.096,0.96,95.0,500.0
8763,5.096,0.94,96.0,500.0
8764,5.096,0.99,94.0,500.0
8765,5.096,0.95,94.0,500.0
8766,5.096,0.96,94.0,500.0
8767,5.096,0.94,98.0,500.0
8768,5.096,0.97,95.0,500.0
8769,5.096,0.97,97.0,500.0
8770,5.1,0.95,97.0,500.0
8771,5.096,0.94,95.0,500.0
8772,5.092,0.99,97.0,500.0
8773,5.096,0.93,94.0,500.0
8774,5.092,0.98,100.0,520.0
8775,5.096,0.98,95.0,500.0
8776,5.096,0.94,95.0,500.0
8777,5.096,0.97,94.0,500.0
8778,5.096,0.96,97.0,500.0
8779,5.096,1.0,96.0,500.0
8780,5.096,0.94,99.0,500.0
8781,5.096,0.93,94.0,500.0
8782,5.096,0.97,97.0,500.0
8783,5.096,0.95,95.0,500.0
8784,5.096,0.93,96.0,500.0
8785,5.096,0.99,98.0,500.0
8786,5.096,0.97,95.0,500.0
8787,5.096,0.94,102.0,520.0
8788,5.092,0.94,94.0,500.0
8789,5.096,0.99,95.0,500.0
8790,5.092,0.95,94.0,500.0
8791,5.1,0.94,97.0,500.0
8792,5.096,0.92,97.0,500.0
8793,5.096,0.95,98.0,500.0
8794,5.096,0.98,95.0,500.0
8795,5.092,1.01,97.0,500.0
8796,5.096,0.89,94.0,500.0
8797,5.096,0.97,95.0,500.0
8798,5.092,0.96,98.0,500.0
8799,5.096,0.95,93.0,460.0
8800,5.096,0.94,97.0,500.0
8801,5.096,0.93,97.0,500.0
8802,5.096,0.96,94.0,500.0
8803,5.096,0.95,95.0,500.0
8804,5.092,0.97,95.0,500.0
8805,5.092,0.99,95.0,500.0
8806,5.096,0.95,96.0,500.0
8807,5.096,0.94,95.0,500.0
8808,5.096,0.98,93.0,460.0
8809,5.096,0.95,93.0,460.0
8810,5.096,0.97,98.0,500.0
8811,5.092,0.95,98.0,500.0
8812,5.096,0.97,88.0,460.0
8813,5.096,0.97,97.0,500.0
