Time,Bus Voltage(V),Shunt Voltage(mV),Current(mA),Power(mW)
55969.189198732376,4.884,0.94,93.0,460.0
55970.19364142418,4.884,0.94,95.0,460.0
55971.20108103752,4.892,0.83,80.0,400.0
55972.205441236496,4.892,0.83,81.0,400.0
55973.21144771576,4.888,0.92,96.0,460.0
55974.21855926514,4.892,0.83,84.0,420.0
55975.22276711464,4.892,0.8,78.0,400.0
55976.23039650917,4.888,0.92,92.0,460.0
55977.23493933678,4.888,0.81,83.0,400.0
55978.241743803024,4.892,0.81,82.0,400.0
55979.246073246,4.888,0.9,93.0,460.0
55980.25221538544,4.892,0.8,80.0,400.0
55981.25955271721,4.892,0.8,80.0,400.0
55982.26394510269,4.884,0.96,96.0,460.0
55983.27101397514,4.896,0.81,80.0,400.0
55984.27533340454,4.888,0.83,84.0,420.0
55985.28212141991,4.884,0.9,95.0,460.0
55986.28953099251,4.892,0.84,78.0,400.0
55987.293593645096,4.892,0.84,81.0,400.0
55988.30058813095,4.884,0.95,93.0,460.0
55989.304361343384,4.888,0.8,83.0,400.0
55990.311564445496,4.884,0.97,98.0,500.0
55991.3163690567,4.888,0.94,93.0,460.0
55992.32245206833,4.892,0.8,82.0,400.0
55993.32959771156,4.888,0.79,95.0,460.0
55994.33434891701,4.884,0.95,94.0,460.0
55995.340961933136,4.884,0.96,93.0,460.0
55996.34550023079,4.884,0.98,95.0,460.0
55997.35237956047,4.884,0.94,94.0,460.0
55998.35622215271,4.888,0.79,82.0,400.0
55999.36341691017,4.884,0.95,95.0,460.0
56000.37100529671,4.888,0.94,91.0,460.0
56001.37474989891,4.892,0.78,82.0,400.0
56002.38194847107,4.884,0.96,94.0,460.0
56003.38642978668,4.888,0.97,81.0,400.0
56004.39306616783,4.888,0.8,83.0,400.0
56005.40047073364,4.884,0.92,97.0,460.0
56006.40442252159,4.892,0.82,80.0,400.0
56007.411744594574,4.892,0.8,76.0,360.0
56008.41541528702,4.888,0.99,93.0,460.0
56009.422538757324,4.892,0.81,82.0,400.0
56010.426537036896,4.888,0.85,81.0,400.0
56011.43360829353,4.884,0.89,96.0,460.0
56012.44117927551,4.888,0.82,81.0,400.0
56013.444565057755,4.892,0.81,83.0,400.0
56014.45165634155,4.884,0.94,90.0,420.0
56015.45631694794,4.892,0.8,79.0,400.0
56016.46341729164,4.892,0.82,83.0,400.0
56017.46748161316,4.892,0.79,82.0,400.0
56018.47426533699,4.884,0.97,97.0,460.0
56019.48196911812,4.892,0.78,80.0,400.0
56020.48632097244,4.884,0.93,91.0,460.0
56021.49296474457,4.884,1.0,93.0,460.0
56022.49679899216,4.892,0.83,79.0,400.0
56023.50416350365,4.884,0.83,98.0,500.0
56024.51089859009,4.884,0.97,95.0,460.0
56025.515540122986,4.888,0.82,82.0,400.0
56026.52261829376,4.884,0.95,97.0,460.0
56027.52657413483,4.884,0.91,96.0,460.0
56028.533739089966,4.888,0.82,80.0,400.0
56029.53741264343,4.884,1.01,99.0,500.0
56030.54475355148,4.884,0.94,94.0,460.0
56031.552094221115,4.884,0.93,95.0,460.0
56032.55585074425,4.888,0.95,97.0,460.0
56033.56326007843,4.888,0.94,82.0,400.0
56034.567485809326,4.892,0.85,84.0,420.0
56035.57404303551,4.884,0.93,97.0,460.0
56036.57870864868,4.884,0.98,93.0,460.0
56037.58557987213,4.892,0.77,83.0,400.0
56038.592903614044,4.884,0.96,94.0,460.0
56039.59665966034,4.892,0.85,80.0,400.0
56040.60359406471,4.892,0.78,80.0,400.0
56041.608006477356,4.884,0.97,94.0,460.0
56042.6148583889,4.888,0.8,80.0,400.0
56043.61971497536,4.888,0.8,80.0,400.0
56044.626106739044,4.884,0.92,95.0,460.0
56045.63352775574,4.888,0.82,80.0,400.0
56046.63751912117,4.888,0.78,81.0,400.0
56047.64443397522,4.884,0.96,93.0,460.0
56048.649144887924,4.892,0.79,83.0,400.0
56049.6556892395,4.888,0.84,79.0,400.0
56050.66248679161,4.888,0.93,91.0,460.0
56051.667053461075,4.892,0.77,80.0,400.0
56052.67384147644,4.892,0.83,94.0,460.0
56053.67852687836,4.888,0.94,93.0,460.0
56054.685336351395,4.888,0.8,79.0,400.0
56055.68965816498,4.892,0.82,81.0,400.0
56056.69606876373,4.884,0.93,93.0,460.0
56057.703464984894,4.884,0.98,94.0,460.0
56058.7072660923,4.884,0.97,97.0,460.0
56059.71497297287,4.884,0.91,95.0,460.0
56060.71899700165,4.884,0.85,92.0,460.0
56061.7260491848,4.884,0.95,98.0,500.0
56062.73032307625,4.884,0.95,94.0,460.0
56063.73773097992,4.892,0.82,84.0,420.0
56064.74441766739,4.884,0.94,93.0,460.0
56065.7487411499,4.884,0.97,92.0,460.0
56066.75525641441,4.892,0.87,83.0,400.0
56067.75998044014,4.884,1.0,97.0,460.0
56068.76703071594,4.888,0.83,83.0,400.0
56069.7735915184,4.888,0.79,80.0,400.0
56070.77838778496,4.888,0.93,94.0,460.0
56071.78498196602,4.892,0.9,79.0,400.0
56072.788845300674,4.888,0.83,80.0,400.0
56073.79631829262,4.888,0.83,84.0,420.0
56074.80047941208,4.884,0.94,93.0,460.0
56075.80748820305,4.888,0.84,79.0,400.0
56076.814841747284,4.888,0.95,97.0,460.0
56077.818875551224,4.892,0.8,79.0,400.0
56078.825279951096,4.888,0.82,83.0,400.0
56079.83051633835,4.892,0.82,83.0,400.0
56080.83666372299,4.888,0.94,93.0,460.0
56081.841489076614,4.888,0.78,85.0,420.0
56082.848276138306,4.884,0.92,94.0,460.0
56083.85553359985,4.884,0.94,89.0,420.0
56084.8594019413,4.892,0.77,81.0,400.0
56085.86646461487,4.892,0.81,83.0,400.0
56086.87103629112,4.88,0.95,98.0,500.0
56087.87736225128,4.892,0.8,82.0,400.0
56088.885165691376,4.884,0.93,95.0,460.0
56089.88941049576,4.884,0.92,93.0,460.0
56090.8954949379,4.888,0.8,80.0,400.0
56091.90070939064,4.884,0.81,95.0,460.0
56092.907366514206,4.884,0.95,95.0,460.0
56093.911232709885,4.888,0.8,91.0,460.0
56094.918835401535,4.884,0.98,96.0,460.0
56095.92514586449,4.888,0.97,82.0,400.0
56096.92960977554,4.888,0.78,82.0,400.0
56097.93637871742,4.884,0.96,95.0,460.0
56098.94121813774,4.884,0.92,97.0,460.0
56099.94825768471,4.888,0.83,80.0,400.0
56100.95249199867,4.884,0.96,95.0,460.0
56101.959394693375,4.888,0.81,79.0,400.0
56102.96589255333,4.892,0.8,83.0,400.0
56103.97026062012,4.88,0.98,96.0,460.0
56104.97774219513,4.892,0.84,82.0,400.0
56105.98155665398,4.892,0.83,78.0,400.0
56106.98888230324,4.88,0.94,93.0,460.0
56107.99346399307,4.888,0.82,82.0,400.0
56108.99973702431,4.888,0.79,84.0,420.0
56110.00702524185,4.884,0.96,94.0,460.0
56111.01097846031,4.888,0.8,77.0,360.0
56112.017872810364,4.888,0.82,80.0,400.0
56113.02269864082,4.884,0.97,94.0,460.0
56114.0296151638,4.888,0.8,79.0,400.0
56115.036403656006,4.884,0.94,99.0,500.0
56116.0404651165,4.884,0.92,94.0,460.0
56117.047410964966,4.892,0.81,80.0,400.0
56118.052515506744,4.892,0.83,80.0,400.0
56119.05857539177,4.884,0.92,91.0,460.0
56120.0631415844,4.88,0.96,91.0,460.0
56121.069972753525,4.888,0.87,99.0,500.0
56122.077543497086,4.884,0.92,93.0,460.0
56123.0818362236,4.888,0.83,80.0,400.0
56124.08812904358,4.892,0.79,78.0,400.0
56125.09241962433,4.884,0.95,97.0,460.0
56126.09970974922,4.884,0.94,83.0,400.0
56127.10441994667,4.884,0.95,92.0,460.0
56128.111186265945,4.884,0.93,94.0,460.0
56129.11821985245,4.888,0.91,79.0,400.0
56130.12216901779,4.884,0.99,95.0,460.0
56131.12918281555,4.884,0.98,93.0,460.0
56132.13368988037,4.888,0.82,79.0,400.0
56133.14035701752,4.884,0.97,95.0,460.0
56134.14737415314,4.888,0.94,81.0,400.0
56135.15215373039,4.888,0.8,79.0,400.0
56136.1589243412,4.888,0.8,82.0,400.0
56137.16345500946,4.884,0.94,91.0,460.0
56138.16948080063,4.888,0.83,79.0,400.0
56139.17465758324,4.888,0.8,84.0,420.0
56140.1811645031,4.884,0.93,92.0,460.0
56141.18842101097,4.888,0.81,82.0,400.0
56142.192739248276,4.888,0.8,78.0,400.0
56143.19960951805,4.884,0.94,95.0,460.0
56144.20411849022,4.888,0.86,84.0,420.0
56145.210695028305,4.888,0.8,81.0,400.0
56146.21452856064,4.884,0.95,91.0,460.0
56147.22177648544,4.884,0.83,82.0,400.0
56148.22898316383,4.888,0.79,80.0,400.0
56149.233035326004,4.88,0.94,94.0,460.0
56150.24048924446,4.888,0.79,80.0,400.0
56151.2445807457,4.884,0.93,95.0,460.0
56152.251569509506,4.88,0.96,94.0,460.0
56153.25804901123,4.888,0.8,79.0,400.0
56154.262375831604,4.884,0.77,96.0,460.0
56155.26943278313,4.88,0.95,92.0,460.0
56156.27446818352,4.892,0.8,80.0,400.0
56157.28056502342,4.884,0.97,98.0,500.0
56158.2856464386,4.888,0.9,94.0,460.0
56159.2926299572,4.888,0.82,79.0,400.0
56160.29916071892,4.884,0.96,94.0,460.0
56161.30305838585,4.884,0.93,93.0,460.0
56162.3106906414,4.888,0.79,82.0,400.0
56163.314593315125,4.88,0.95,92.0,460.0
56164.321722984314,4.888,0.82,80.0,400.0
56165.326449632645,4.888,0.86,83.0,400.0
56166.333418130875,4.884,0.93,97.0,460.0
56167.339401483536,4.888,0.81,85.0,420.0
56168.34400296211,4.892,0.79,80.0,400.0
56169.35101604462,4.884,0.94,95.0,460.0
56170.3550195694,4.888,0.85,82.0,400.0
56171.36214876175,4.888,0.78,78.0,400.0
56172.36707282066,4.884,0.93,94.0,460.0
56173.37348127365,4.888,0.8,84.0,420.0
56174.38079380989,4.892,0.8,83.0,400.0
56175.38476681709,4.884,0.96,95.0,460.0
56176.39198899269,4.888,0.79,79.0,400.0
56177.396411418915,4.884,0.96,93.0,460.0
56178.4031150341,4.88,0.97,95.0,460.0
56179.41048669815,4.892,0.82,80.0,400.0
56180.41397190094,4.888,0.8,82.0,400.0
56181.42099618912,4.884,0.94,93.0,460.0
56182.42549610138,4.884,0.96,91.0,460.0
56183.43244218826,4.884,0.86,93.0,460.0
56184.43765950203,4.884,0.94,91.0,460.0
56185.4440202713,4.888,0.82,80.0,400.0
56186.45059084892,4.888,0.81,82.0,400.0
56187.45458698273,4.884,0.94,96.0,460.0
56188.46198177338,4.884,0.95,82.0,400.0
56189.4662027359,4.888,0.82,78.0,400.0
56190.473365068436,4.884,0.96,94.0,460.0
56191.47801232338,4.884,0.9,94.0,460.0
56192.48496747017,4.884,0.84,98.0,500.0
56193.491369485855,4.884,0.94,94.0,460.0
56194.495896577835,4.888,0.8,79.0,400.0
56195.502670526505,4.888,0.81,82.0,400.0
56196.507158994675,4.884,0.97,94.0,460.0
56197.514097929,4.888,0.79,84.0,420.0
56198.52112722397,4.888,0.8,77.0,360.0
56199.52541446686,4.884,0.9,95.0,460.0
56200.53241562843,4.892,0.79,82.0,400.0
56201.53646683693,4.888,0.8,84.0,420.0
56202.543967962265,4.884,0.93,92.0,460.0
56203.54807782173,4.888,0.79,79.0,400.0
56204.554483413696,4.888,0.83,84.0,420.0
56205.561497449875,4.88,0.95,94.0,460.0
56206.565949201584,4.888,0.8,82.0,400.0
56207.57335233688,4.888,0.79,80.0,400.0
56208.57742357254,4.884,0.95,97.0,460.0
56209.584780454636,4.892,0.84,84.0,420.0
56210.58853697777,4.888,0.8,82.0,400.0
56211.595247507095,4.884,0.95,95.0,460.0
56212.602435112,4.888,0.8,82.0,400.0
56213.60699248314,4.884,0.93,93.0,460.0
56214.61352324486,4.888,0.91,95.0,460.0
56215.618181467056,4.892,0.79,80.0,400.0
56216.62461018562,4.888,0.8,94.0,460.0
56217.63184642792,4.88,0.96,97.0,460.0
56218.63658761978,4.888,0.8,82.0,400.0
56219.6434674263,4.88,0.93,99.0,500.0
56220.64761137962,4.884,0.94,93.0,460.0
56221.6544880867,4.888,0.92,81.0,400.0
56222.65882396698,4.88,0.99,94.0,460.0
56223.66540026665,4.88,0.93,93.0,460.0
56224.67292380333,4.888,0.83,80.0,400.0
56225.67722606659,4.884,0.94,94.0,460.0
56226.68358683586,4.888,0.95,80.0,400.0
56227.68850398064,4.888,0.86,80.0,400.0
56228.69536662102,4.884,0.94,92.0,460.0
56229.69961261749,4.888,0.8,80.0,400.0
56230.707063913345,4.888,0.84,85.0,420.0
56231.713572740555,4.884,0.93,93.0,460.0
56232.71813559532,4.888,0.8,83.0,400.0
56233.7243642807,4.892,0.79,82.0,400.0
56234.72960472107,4.888,0.79,79.0,400.0
56235.73585152626,4.88,0.95,95.0,460.0
56236.74090719223,4.888,0.79,79.0,400.0
56237.74718475342,4.884,0.93,93.0,460.0
56238.75451254845,4.888,0.79,80.0,400.0
56239.758380413055,4.88,0.93,94.0,460.0
56240.765328884125,4.888,0.83,84.0,420.0
56241.76976060867,4.88,0.92,96.0,460.0
56242.77710008621,4.892,0.8,83.0,400.0
56243.78340339661,4.884,0.94,99.0,500.0
56244.7884914875,4.884,0.93,90.0,420.0
56245.7952272892,4.884,0.82,83.0,400.0
56246.799409627914,4.88,0.97,96.0,460.0
56247.80621290207,4.88,0.93,92.0,460.0
56248.81058597565,4.888,0.83,89.0,420.0
56249.81775856018,4.884,0.79,99.0,500.0
56250.82450938225,4.888,0.96,80.0,400.0
56251.82910823822,4.888,0.8,78.0,400.0
56252.8354010582,4.884,0.95,95.0,460.0
56253.839691877365,4.884,0.96,96.0,460.0
56254.847103595734,4.888,0.82,79.0,400.0
56255.85091423988,4.884,0.99,95.0,460.0
56256.85807180405,4.888,0.81,84.0,420.0
56257.865426301956,4.888,0.8,83.0,400.0
56258.86940860748,4.884,0.94,98.0,500.0
56259.87655878067,4.892,0.96,79.0,400.0
56260.881031274796,4.888,0.8,78.0,400.0
56261.887808799744,4.884,0.95,96.0,460.0
56262.89505791664,4.888,0.8,79.0,400.0
56263.89884352684,4.884,0.82,80.0,400.0
56264.90572476387,4.88,0.93,93.0,460.0
56265.91050338745,4.888,0.79,82.0,400.0
56266.91690540314,4.888,0.83,79.0,400.0
56267.922009944916,4.884,0.94,91.0,460.0
56268.92866277695,4.888,0.8,78.0,400.0
56269.93507051468,4.888,0.78,83.0,400.0
56270.93940901756,4.884,0.92,94.0,460.0
56271.946930885315,4.888,0.79,80.0,400.0
56272.95102572441,4.884,0.81,82.0,400.0
56273.95785856247,4.884,0.95,95.0,460.0
56274.96209740639,4.888,0.83,84.0,420.0
56275.96902132034,4.884,0.93,91.0,460.0
56276.97644114494,4.884,0.93,93.0,460.0
56277.98003768921,4.884,0.8,95.0,460.0
56278.98754858971,4.88,0.91,99.0,500.0
56279.99197936058,4.884,0.97,93.0,460.0
56280.99863743782,4.888,0.82,80.0,400.0
56282.00577735901,4.88,0.94,94.0,460.0
56283.00991940498,4.88,0.95,97.0,460.0
56284.016763448715,4.888,0.86,82.0,400.0
56285.02152776718,4.88,0.97,96.0,460.0
56286.0282998085,4.884,0.91,93.0,460.0
56287.0323369503,4.888,0.78,78.0,400.0
56288.03908109665,4.88,0.96,96.0,460.0
56289.04669857025,4.888,0.96,78.0,400.0
56290.05103969574,4.884,0.81,80.0,400.0
56291.05805468559,4.884,0.94,92.0,460.0
56292.062158584595,4.884,0.93,95.0,460.0
56293.06913757324,4.888,0.82,78.0,400.0
56294.07371258736,4.884,0.93,95.0,460.0
56295.080496788025,4.88,0.91,91.0,460.0
56296.08712911606,4.888,0.82,83.0,400.0
56297.09138798714,4.888,0.76,82.0,400.0
56298.09833431244,4.884,0.94,94.0,460.0
56299.103320121765,4.888,0.77,76.0,360.0
56300.10943722725,4.884,0.79,80.0,400.0
56301.114010334015,4.884,0.96,98.0,500.0
56302.12149524689,4.88,0.95,96.0,460.0
56303.12803316116,4.888,0.79,80.0,400.0
56304.13252735138,4.884,0.93,94.0,460.0
56305.13930988312,4.888,0.82,80.0,400.0
56306.14332103729,4.888,0.83,81.0,400.0
56307.15032863617,4.88,0.91,89.0,420.0
56308.15761613846,4.888,0.8,81.0,400.0
56309.16149306297,4.88,0.93,100.0,500.0
56310.16888976097,4.884,0.94,91.0,460.0
56311.17276477814,4.884,0.8,83.0,400.0
56312.180030822754,4.888,0.76,96.0,460.0
56313.18446469307,4.884,0.96,81.0,400.0
56314.191541194916,4.884,0.86,83.0,400.0
56315.198016643524,4.884,0.93,95.0,460.0
56316.202485084534,4.88,0.93,96.0,460.0
56317.20973467827,4.884,0.95,83.0,400.0
56318.213410139084,4.884,0.95,93.0,460.0
56319.22082209587,4.888,0.85,80.0,400.0
56320.22751069069,4.888,0.79,79.0,400.0
56321.231843709946,4.88,0.97,95.0,460.0
56322.23910331726,4.888,0.79,82.0,400.0
56323.24311733246,4.888,0.79,79.0,400.0
56324.24977374077,4.88,0.95,98.0,500.0
56325.254702329636,4.888,0.79,78.0,400.0
56326.26170086861,4.888,0.79,80.0,400.0
56327.26850318909,4.88,0.97,94.0,460.0
56328.27241683006,4.892,0.8,80.0,400.0
56329.279665231705,4.884,0.79,83.0,400.0
56330.28362226486,4.88,0.91,93.0,460.0
56331.29097318649,4.892,0.82,79.0,400.0
56332.29544758797,4.884,0.84,84.0,420.0
56333.302493810654,4.884,0.92,93.0,460.0
56334.309081077576,4.888,0.82,80.0,400.0
56335.31314778328,4.888,0.82,82.0,400.0
56336.320499658585,4.884,0.94,91.0,460.0
56337.32504105568,4.884,0.82,78.0,400.0
56338.33222365379,4.884,0.89,92.0,460.0
56339.336278915405,4.88,0.93,93.0,460.0
56340.343240737915,4.88,0.95,98.0,500.0
56341.350187301636,4.88,0.79,97.0,460.0
56342.35444402695,4.88,0.94,94.0,460.0
56343.361409425735,4.888,0.79,83.0,400.0
56344.36510324478,4.888,0.78,81.0,400.0
56345.37246465683,4.884,0.99,96.0,460.0
56346.37903547287,4.884,0.94,80.0,400.0
56347.38348841667,4.88,1.0,97.0,460.0
56348.39086699486,4.884,0.92,94.0,460.0
56349.39543938637,4.888,0.8,81.0,400.0
56350.40196752548,4.884,0.84,79.0,400.0
56351.40588736534,4.884,0.95,93.0,460.0
56352.41345477104,4.884,0.8,81.0,400.0
56353.41970920563,4.888,0.82,83.0,400.0
56354.424970149994,4.88,0.95,92.0,460.0
56355.43176460266,4.888,0.82,81.0,400.0
56356.43534517288,4.888,0.8,79.0,400.0
56357.44255208969,4.884,0.93,94.0,460.0
56358.44731450081,4.884,0.84,82.0,400.0
56359.454312324524,4.884,0.8,79.0,400.0
56360.4606423378,4.884,0.94,93.0,460.0
56361.46483707428,4.888,0.78,82.0,400.0
56362.472088336945,4.888,0.82,80.0,400.0
56363.47640156746,4.88,0.97,95.0,460.0
56364.48336315155,4.884,0.91,93.0,460.0
56365.4898378849,4.888,0.83,94.0,460.0
56366.49428653717,4.88,0.93,100.0,500.0
56367.50136566162,4.888,0.78,78.0,400.0
56368.50552678108,4.888,0.8,82.0,400.0
56369.51294994354,4.88,0.93,93.0,460.0
56370.5173535347,4.884,0.88,80.0,400.0
56371.52409672737,4.88,1.01,93.0,460.0
56372.53141498566,4.88,0.93,92.0,460.0
56373.53583908081,4.884,0.84,93.0,460.0
56374.54201102257,4.88,0.91,97.0,460.0
56375.547174692154,4.888,0.87,79.0,400.0
56376.5533118248,4.888,0.84,79.0,400.0
56377.558415174484,4.88,0.97,93.0,460.0
56378.56450796127,4.88,0.98,84.0,420.0
56379.57220816612,4.888,0.82,84.0,420.0
56380.575869083405,4.88,0.97,95.0,460.0
56381.58296370506,4.888,0.8,82.0,400.0
56382.58786559105,4.884,0.79,82.0,400.0
56383.59434103966,4.88,0.97,94.0,460.0
56384.60187745094,4.884,0.8,84.0,420.0
56385.60585021973,4.884,0.8,79.0,400.0
56386.61222076416,4.88,0.97,97.0,460.0
56387.61667561531,4.888,0.82,82.0,400.0
56388.623876810074,4.888,0.8,81.0,400.0
56389.628551244736,4.88,0.97,93.0,460.0
56390.63520693779,4.88,0.92,93.0,460.0
56391.64241194725,4.888,0.8,83.0,400.0
56392.64630675316,4.884,0.96,97.0,460.0
56393.65332341194,4.884,0.79,79.0,400.0
56394.65821480751,4.884,0.78,82.0,400.0
56395.664890527725,4.88,0.94,92.0,460.0
56396.66856908798,4.88,0.93,93.0,460.0
56397.67553281784,4.888,0.8,85.0,420.0
56398.68301510811,4.884,0.81,78.0,400.0
56399.6873486042,4.88,0.94,92.0,460.0
56400.69387435913,4.888,0.8,80.0,400.0
56401.69822025299,4.88,0.96,96.0,460.0
56402.705414533615,4.88,0.95,83.0,400.0
56403.71270775795,4.884,0.84,79.0,400.0
56404.71654677391,4.884,0.96,92.0,460.0
56405.72404241562,4.88,0.92,98.0,500.0
56406.72762513161,4.888,0.8,84.0,420.0
56407.73480582237,4.88,0.94,96.0,460.0
56408.739005088806,4.888,0.8,79.0,400.0
56409.74573302269,4.884,0.8,78.0,400.0
56410.752896785736,4.876,0.98,98.0,500.0
56411.75759410858,4.888,0.79,80.0,400.0
56412.76446771622,4.884,0.84,80.0,400.0
56413.7687766552,4.884,0.96,95.0,460.0
56414.77580213547,4.888,0.79,79.0,400.0
56415.780367136,4.888,0.83,79.0,400.0
56416.786789655685,4.88,0.93,90.0,420.0
56417.79415154457,4.884,0.82,79.0,400.0
56418.7986702919,4.884,0.82,83.0,400.0
56419.80512833595,4.88,0.93,94.0,460.0
56420.809654951096,4.888,0.83,84.0,420.0
56421.81654071808,4.88,0.91,96.0,460.0
56422.82366800308,4.88,0.94,94.0,460.0
56423.82747197151,4.884,0.84,82.0,400.0
56424.83442282677,4.884,0.8,82.0,400.0
56425.83894276619,4.88,0.97,91.0,460.0
56426.846215963364,4.88,0.92,91.0,460.0
56427.8504486084,4.884,0.8,95.0,460.0
56428.85711789131,4.88,0.99,97.0,460.0
56429.86457943916,4.888,0.79,82.0,400.0
56430.86850833893,4.884,0.83,82.0,400.0
56431.87573504448,4.884,0.91,98.0,500.0
56432.87982082367,4.88,0.84,82.0,400.0
56433.88669228554,4.88,0.99,94.0,460.0
56434.89087796211,4.88,0.93,91.0,460.0
56435.89761304855,4.884,0.83,78.0,400.0
56436.90444803238,4.88,0.99,93.0,460.0
56437.90862441063,4.888,0.78,84.0,420.0
56438.9161427021,4.888,0.83,83.0,400.0
56439.92044067383,4.88,0.92,94.0,460.0
56440.9270298481,4.884,0.92,82.0,400.0
56441.93141126633,4.888,0.83,80.0,400.0
56442.938400268555,4.884,0.8,77.0,360.0
56443.94542479515,4.884,0.97,91.0,460.0
56444.95038533211,4.888,0.77,84.0,420.0
56445.956738471985,4.88,0.97,92.0,460.0
56446.96140623093,4.888,0.79,83.0,400.0
56447.96776986122,4.888,0.78,79.0,400.0
56448.97525882721,4.888,0.78,79.0,400.0
56449.9794383049,4.88,0.96,97.0,460.0
56450.98659157753,4.888,0.79,77.0,360.0
56451.99082708359,4.88,0.92,94.0,460.0
56452.99746417999,4.88,0.94,93.0,460.0
56454.00158262253,4.884,0.79,80.0,400.0
56455.008816719055,4.884,0.8,82.0,400.0
56456.01544857025,4.88,0.94,98.0,500.0
56457.01978087425,4.888,0.79,82.0,400.0
56458.02757048607,4.88,0.94,98.0,500.0
56459.03098845482,4.884,0.95,91.0,460.0
56460.0385184288,4.884,0.8,89.0,420.0
56461.04270148277,4.884,0.8,96.0,460.0
56462.05004787445,4.884,0.95,94.0,460.0
56463.05609869957,4.884,0.82,83.0,400.0
56464.06063938141,4.876,0.94,94.0,460.0
56465.067430496216,4.88,0.97,95.0,460.0
56466.07216835022,4.884,0.95,79.0,400.0
56467.07941007614,4.88,0.95,92.0,460.0
56468.08559679985,4.88,0.95,93.0,460.0
56469.09001970291,4.888,0.81,79.0,400.0
56470.09705734253,4.88,0.94,95.0,460.0
56471.10185980797,4.884,0.84,82.0,400.0
56472.10876917839,4.888,0.81,82.0,400.0
56473.112955093384,4.88,0.95,97.0,460.0
56474.11943030357,4.884,0.8,83.0,400.0
56475.12679409981,4.888,0.82,81.0,400.0
56476.13119339943,4.88,0.95,92.0,460.0
56477.137611866,4.888,0.79,80.0,400.0
56478.14190220833,4.884,0.83,83.0,400.0
56479.14930701256,4.88,0.93,97.0,460.0
56480.1536128521,4.884,0.79,79.0,400.0
56481.16090321541,4.888,0.82,83.0,400.0
56482.16721177101,4.884,0.91,94.0,460.0
56483.1715362072,4.884,0.78,79.0,400.0
56484.17843532562,4.876,0.95,95.0,460.0
56485.182938575745,4.88,0.92,93.0,460.0
56486.19012117386,4.884,0.83,85.0,420.0
56487.19701838493,4.888,0.8,81.0,400.0
56488.20139789581,4.88,0.92,97.0,460.0
56489.20860052109,4.88,0.91,91.0,460.0
56490.21261572838,4.88,0.9,97.0,460.0
56491.21914958954,4.88,0.94,92.0,460.0
56492.22390460968,4.888,0.83,83.0,400.0
56493.231150865555,4.884,0.8,92.0,460.0
56494.23746204376,4.88,0.94,94.0,460.0
56495.242097854614,4.884,0.88,80.0,400.0
56496.24880862236,4.88,1.0,95.0,460.0
56497.253079891205,4.88,0.95,96.0,460.0
56498.260219335556,4.884,0.79,87.0,420.0
56499.26504921913,4.88,0.89,98.0,500.0
56500.27179765701,4.88,0.97,92.0,460.0
56501.2782804966,4.884,0.83,84.0,420.0
56502.28319501877,4.884,0.83,85.0,420.0
56503.28979921341,4.88,0.95,95.0,460.0
56504.29401731491,4.884,0.84,85.0,420.0
56505.30126786232,4.884,0.81,85.0,420.0
56506.30507040024,4.88,0.93,92.0,460.0
56507.31279158592,4.884,0.82,78.0,400.0
56508.31939673424,4.884,0.8,79.0,400.0
56509.32392978668,4.88,0.96,92.0,460.0
56510.33054280281,4.884,0.79,83.0,400.0
56511.33459711075,4.88,0.79,77.0,360.0
56512.34144067764,4.88,0.96,94.0,460.0
56513.34851312637,4.884,0.79,82.0,400.0
56514.352924108505,4.884,0.79,77.0,360.0
56515.36012005806,4.88,0.97,95.0,460.0
56516.363986730576,4.888,0.8,80.0,400.0
56517.37097501755,4.888,0.82,83.0,400.0
56518.37642598152,4.88,0.95,98.0,500.0
56519.382600069046,4.884,0.78,76.0,360.0
56520.389063596725,4.884,0.93,92.0,460.0
56521.39341926575,4.88,0.93,94.0,460.0
56522.40120053291,4.876,0.85,85.0,420.0
56523.404710531235,4.88,0.98,102.0,500.0
56524.411838293076,4.88,0.93,94.0,460.0
56525.41667890549,4.888,0.79,80.0,400.0
56526.42356991768,4.876,0.94,94.0,460.0
56527.430757284164,4.88,0.95,80.0,400.0
56528.43420815468,4.884,0.88,82.0,400.0
56529.441328048706,4.88,0.94,94.0,460.0
56530.44548225403,4.88,0.97,99.0,500.0
56531.45324611664,4.884,0.78,82.0,400.0
56532.459587574005,4.88,0.96,96.0,460.0
56533.46406817436,4.884,0.83,83.0,400.0
56534.47143125534,4.888,0.8,82.0,400.0
56535.47549843788,4.88,0.98,94.0,460.0
56536.482105731964,4.884,0.83,82.0,400.0
56537.48643040657,4.884,0.8,78.0,400.0
56538.49362230301,4.88,0.94,94.0,460.0
56539.50089144707,4.888,0.83,81.0,400.0
56540.50450563431,4.888,0.82,81.0,400.0
56541.511526584625,4.88,0.95,92.0,460.0
56542.51562309265,4.884,0.81,79.0,400.0
56543.52304792404,4.884,0.84,82.0,400.0
56544.52756714821,4.88,0.92,95.0,460.0
56545.534789800644,4.884,0.84,80.0,400.0
56546.540798425674,4.876,0.99,96.0,460.0
56547.54572868347,4.884,0.94,94.0,460.0
56548.552922964096,4.88,0.96,91.0,460.0
56549.55705785751,4.884,0.82,85.0,420.0
56550.56385803223,4.88,0.92,91.0,460.0
56551.57107973099,4.88,0.9,93.0,460.0
56552.57485246658,4.884,0.79,85.0,420.0
