Time,Bus Voltage(V),Shunt Voltage(mV),Current(mA),Power(mW)
15430.27229976654,5.064,0.96,94.0,500.0
15431.276977062225,5.064,0.95,83.0,420.0
15432.283496379852,5.068,0.83,80.0,400.0
15433.287657499313,5.064,0.97,99.0,500.0
15434.294721841812,5.064,0.95,93.0,460.0
15435.301328420639,5.064,0.85,98.0,500.0
15436.305627584457,5.06,1.0,95.0,500.0
15437.313237190247,5.068,0.82,82.0,420.0
15438.317232608795,5.068,0.84,83.0,420.0
15439.324316263199,5.064,0.95,97.0,500.0
15440.32845878601,5.068,0.83,82.0,420.0
15441.335317611694,5.068,0.84,84.0,420.0
15442.342381000519,5.068,0.92,95.0,500.0
15443.346581459045,5.072,0.83,82.0,420.0
15444.353589057922,5.068,0.84,88.0,460.0
15445.358446836472,5.064,0.94,96.0,500.0
15446.364708423615,5.068,0.83,86.0,420.0
15447.369314432144,5.068,0.82,81.0,420.0
15448.376455783844,5.064,0.96,93.0,460.0
15449.382729530334,5.068,0.85,83.0,420.0
15450.38807964325,5.068,0.85,83.0,420.0
15451.394120454788,5.064,0.96,94.0,500.0
15452.398581027985,5.068,0.84,85.0,420.0
15453.405786275864,5.068,0.83,83.0,420.0
15454.412425041199,5.06,0.97,97.0,500.0
15455.417415857315,5.068,0.86,82.0,420.0
15456.42352604866,5.072,0.8,83.0,420.0
15457.428220748901,5.064,0.98,100.0,500.0
15458.435317277908,5.064,0.82,86.0,420.0
15459.439179897308,5.06,1.0,98.0,500.0
15460.446689128876,5.064,0.96,95.0,500.0
15461.453970909119,5.068,0.83,91.0,460.0
15462.457555294037,5.064,1.01,98.0,500.0
15463.464425563812,5.072,0.9,84.0,420.0
15464.469580888748,5.068,0.83,80.0,400.0
15465.475988149643,5.064,0.97,94.0,500.0
15466.48294043541,5.072,0.95,84.0,420.0
15467.487067461014,5.068,0.85,79.0,400.0
15468.494167089462,5.064,0.94,101.0,520.0
15469.498730659485,5.068,0.83,84.0,420.0
15470.505400657654,5.068,0.84,85.0,420.0
15471.509572505951,5.064,0.95,94.0,500.0
15472.516766786575,5.06,0.96,95.0,500.0
15473.523455381393,5.064,0.86,84.0,420.0
15474.52846455574,5.068,0.82,80.0,400.0
15475.53539276123,5.064,0.95,99.0,500.0
15476.539893388748,5.068,0.82,82.0,420.0
15477.54642534256,5.064,0.95,99.0,500.0
15478.55029129982,5.064,1.0,95.0,500.0
15479.557402133942,5.072,0.84,94.0,500.0
15480.56489109993,5.06,0.88,97.0,500.0
15481.568519830704,5.064,0.98,94.0,500.0
15482.575530052185,5.064,0.97,96.0,500.0
15483.579815864563,5.064,0.97,98.0,500.0
15484.587273359299,5.064,0.95,82.0,420.0
15485.593812704086,5.068,0.83,81.0,420.0
15486.598281145096,5.064,0.98,96.0,500.0
15487.605778694153,5.064,0.95,96.0,500.0
15488.609658002853,5.068,0.84,84.0,420.0
15489.616963386536,5.064,0.97,99.0,500.0
15490.62111401558,5.068,0.84,83.0,420.0
15491.627446174622,5.068,0.84,85.0,420.0
15492.635153055191,5.064,0.97,96.0,500.0
15493.639391422272,5.068,0.84,83.0,420.0
15494.646134138107,5.068,0.86,88.0,460.0
15495.650590658188,5.064,0.93,96.0,500.0
15496.656965017319,5.068,0.83,85.0,420.0
15497.661800384521,5.068,0.84,86.0,420.0
15498.668383598328,5.064,0.96,97.0,500.0
15499.675232887268,5.072,0.87,84.0,420.0
15500.680086612701,5.068,0.85,83.0,420.0
15501.687274456024,5.064,0.94,92.0,460.0
15502.69120836258,5.068,0.85,86.0,420.0
15503.698364973068,5.064,0.94,101.0,520.0
15504.704699754715,5.064,0.96,98.0,500.0
15505.709663391113,5.068,0.8,83.0,420.0
15506.71665930748,5.068,0.8,87.0,420.0
15507.720617055893,5.064,0.98,94.0,500.0
15508.727735996246,5.064,0.94,94.0,500.0
15509.731803417206,5.064,0.97,95.0,500.0
15510.738638401031,5.06,0.95,97.0,500.0
15511.746351242065,5.068,0.99,82.0,420.0
15512.749859571457,5.064,0.99,99.0,500.0
15513.75740814209,5.064,0.95,92.0,460.0
15514.761842727661,5.068,0.83,84.0,420.0
15515.768236637115,5.068,0.87,83.0,420.0
15516.775494813919,5.064,0.97,94.0,500.0
15517.779414176941,5.068,0.87,83.0,420.0
15518.786865234375,5.064,0.95,97.0,500.0
15519.791406393051,5.064,0.97,94.0,500.0
15520.798214673996,5.072,0.84,84.0,420.0
15521.802532434464,5.068,0.83,84.0,420.0
15522.80902004242,5.06,0.97,95.0,500.0
15523.816497087479,5.068,0.87,84.0,420.0
15524.820605278015,5.068,0.84,83.0,420.0
15525.827572345734,5.064,0.97,94.0,500.0
15526.831731081009,5.068,0.84,84.0,420.0
15527.838532686234,5.068,0.82,80.0,400.0
15528.842653989792,5.064,1.02,98.0,500.0
15529.849748134613,5.064,0.83,83.0,420.0
15530.856578588486,5.064,0.85,97.0,500.0
15531.861548423767,5.06,0.97,96.0,500.0
15532.868298530579,5.072,0.82,82.0,420.0
15533.872252702713,5.068,0.83,94.0,500.0
15534.879375696182,5.064,0.94,94.0,500.0
15535.886614322662,5.068,0.91,80.0,400.0
15536.890613794327,5.064,1.0,100.0,500.0
15537.898041248322,5.064,0.94,95.0,500.0
15538.902505397797,5.068,0.84,81.0,420.0
15539.90922999382,5.064,0.93,97.0,500.0
15540.91340970993,5.068,0.8,84.0,420.0
15541.920474290848,5.064,0.83,86.0,420.0
15542.92682504654,5.064,0.96,95.0,500.0
15543.931487560272,5.068,0.81,80.0,400.0
15544.938435077667,5.064,0.95,98.0,500.0
15545.942469596863,5.06,0.94,95.0,500.0
15546.950066566467,5.068,0.82,82.0,420.0
15547.956210136414,5.068,0.82,86.0,420.0
15548.960983753204,5.06,0.93,93.0,460.0
15549.968446969986,5.068,0.83,87.0,420.0
15550.972079992294,5.072,0.83,83.0,420.0
15551.97942185402,5.064,0.97,97.0,500.0
15552.983412027359,5.064,0.95,98.0,500.0
15553.990364789963,5.068,0.8,82.0,420.0
15554.997369527817,5.064,0.96,98.0,500.0
15556.00156211853,5.064,0.96,96.0,500.0
15557.008701086044,5.064,0.83,81.0,420.0
15558.01346898079,5.068,0.86,99.0,500.0
15559.019846916199,5.064,0.98,97.0,500.0
15560.023913621902,5.068,0.83,82.0,420.0
15561.03133893013,5.064,0.96,100.0,500.0
15562.03853225708,5.064,0.98,81.0,420.0
15563.042513370514,5.064,0.84,84.0,420.0
15564.049331188202,5.064,0.95,98.0,500.0
15565.053426742554,5.064,0.95,94.0,500.0
15566.060620546341,5.068,0.84,83.0,420.0
15567.06745839119,5.064,0.99,95.0,500.0
15568.072516918182,5.068,0.84,79.0,400.0
15569.079500675201,5.068,0.82,85.0,420.0
15570.083531618118,5.064,0.95,96.0,500.0
15571.090488910675,5.064,0.95,98.0,500.0
15572.095064878464,5.068,0.82,84.0,420.0
15573.101694583893,5.06,0.95,94.0,500.0
15574.108356237411,5.064,0.85,84.0,420.0
15575.112716913223,5.068,0.82,82.0,420.0
15576.119677782059,5.064,0.93,93.0,460.0
15577.123637914658,5.068,0.82,82.0,420.0
15578.131024837494,5.068,0.81,82.0,420.0
15579.13837981224,5.06,0.98,93.0,460.0
15580.142460823059,5.072,0.83,83.0,420.0
15581.149507284164,5.068,0.84,80.0,400.0
15582.153409957886,5.06,0.96,95.0,500.0
15583.160427570343,5.068,0.85,84.0,420.0
15584.165235996246,5.068,0.83,84.0,420.0
15585.171516895294,5.06,0.97,97.0,500.0
15586.178819179535,5.068,0.84,83.0,420.0
15587.182764291763,5.064,1.03,97.0,500.0
15588.19015455246,5.06,0.94,99.0,500.0
15589.194799900055,5.06,0.85,85.0,420.0
15590.201280355453,5.064,1.0,98.0,500.0
15591.20535993576,5.064,0.94,94.0,500.0
15592.212861537933,5.068,0.85,85.0,420.0
15593.219440937042,5.06,0.97,98.0,500.0
15594.223520755768,5.068,0.86,83.0,420.0
15595.230819702148,5.072,0.85,82.0,420.0
15596.23548913002,5.064,0.98,98.0,500.0
15597.241935253143,5.06,0.96,95.0,500.0
15598.248575687408,5.068,0.85,86.0,420.0
15599.252999067307,5.068,0.84,82.0,420.0
15600.259880781174,5.064,0.95,94.0,500.0
15601.264427661896,5.068,0.83,82.0,420.0
15602.271422624588,5.064,0.9,93.0,460.0
15603.276412010193,5.06,0.99,94.0,500.0
15604.283242464066,5.068,0.83,83.0,420.0
15605.289403915405,5.068,0.82,83.0,420.0
15606.294464826584,5.064,0.95,97.0,500.0
15607.301174879074,5.064,0.93,95.0,500.0
15608.305428981781,5.068,0.83,83.0,420.0
15609.312477350235,5.064,0.99,96.0,500.0
15610.318844079971,5.068,0.83,80.0,400.0
15611.323527812958,5.068,0.83,83.0,420.0
15612.330815553665,5.064,0.98,95.0,500.0
15613.33460021019,5.064,0.94,83.0,420.0
15614.34199500084,5.068,0.82,93.0,460.0
15615.345871925354,5.064,0.97,94.0,500.0
15616.353031158447,5.068,0.84,84.0,420.0
15617.360039710999,5.068,0.82,86.0,420.0
15618.364064216614,5.064,0.99,90.0,460.0
15619.371794223785,5.064,0.93,84.0,420.0
15620.376250505447,5.06,1.01,96.0,500.0
15621.382399082184,5.064,0.94,97.0,500.0
15622.38675737381,5.072,0.83,87.0,420.0
15623.393561601639,5.064,0.94,97.0,500.0
15624.401270151138,5.064,0.87,82.0,420.0
15625.405605077744,5.068,0.82,83.0,420.0
15626.411844730377,5.064,1.0,99.0,500.0
15627.416851043701,5.068,0.93,86.0,420.0
15628.4234790802,5.068,0.82,82.0,420.0
15629.430562496185,5.064,0.95,96.0,500.0
15630.434425115585,5.068,0.83,83.0,420.0
15631.441710233688,5.064,0.83,84.0,420.0
15632.445726633072,5.064,1.0,99.0,500.0
15633.452843904495,5.06,0.96,97.0,500.0
15634.45756316185,5.068,0.85,82.0,420.0
15635.464013576508,5.064,0.97,99.0,500.0
15636.47143125534,5.068,0.84,84.0,420.0
15637.47574353218,5.068,0.83,86.0,420.0
15638.48268866539,5.064,0.97,95.0,500.0
15639.486563920975,5.068,0.82,79.0,400.0
15640.493793964386,5.064,0.86,83.0,420.0
15641.49775671959,5.06,0.99,96.0,500.0
15642.504475593567,5.068,0.82,84.0,420.0
15643.51165819168,5.068,0.84,83.0,420.0
15644.516406297684,5.064,0.96,95.0,500.0
15645.523178100586,5.068,0.85,82.0,420.0
15646.527417182922,5.068,0.83,81.0,420.0
15647.534666776657,5.06,1.01,95.0,500.0
15648.54116511345,5.064,0.8,84.0,420.0
15649.54601764679,5.068,0.83,82.0,420.0
15650.552801132202,5.06,0.97,99.0,500.0
15651.556807756424,5.068,0.96,86.0,420.0
15652.564257144928,5.064,0.97,97.0,500.0
15653.567918539047,5.06,0.96,96.0,500.0
15654.574993610382,5.068,0.83,83.0,420.0
15655.582478046417,5.068,0.83,84.0,420.0
15656.58600783348,5.06,0.92,96.0,500.0
15657.592901706696,5.068,0.78,85.0,420.0
15658.59741306305,5.06,0.93,99.0,500.0
15659.604489803314,5.06,0.97,97.0,500.0
15660.611456155777,5.068,0.84,80.0,400.0
15661.615449905396,5.068,0.86,83.0,420.0
15662.62270951271,5.064,0.92,97.0,500.0
15663.626991510391,5.068,0.85,84.0,420.0
15664.634395360947,5.06,0.97,99.0,500.0
15665.638530731201,5.064,0.95,94.0,500.0
15666.645540952682,5.068,0.88,82.0,420.0
15667.65238237381,5.068,0.83,77.0,400.0
15668.656421899796,5.064,0.97,92.0,460.0
15669.66385102272,5.06,0.94,93.0,460.0
15670.668416976929,5.068,0.8,84.0,420.0
15671.675381660461,5.064,0.95,96.0,500.0
15672.679054021835,5.068,0.84,81.0,420.0
15673.68658733368,5.068,0.8,84.0,420.0
15674.693318605423,5.064,0.98,94.0,500.0
15675.697698831558,5.064,0.92,80.0,400.0
15676.704305171967,5.06,1.02,96.0,500.0
15677.708664894104,5.06,0.97,98.0,500.0
15678.71580862999,5.068,0.82,84.0,420.0
15679.722361564636,5.064,0.82,99.0,500.0
15680.726519823074,5.068,0.95,79.0,400.0
15681.733768701553,5.064,0.79,82.0,420.0
15682.738622903824,5.06,0.99,94.0,500.0
15683.74515748024,5.06,0.95,82.0,420.0
15684.749491930008,5.068,0.84,83.0,420.0
15685.756553888321,5.06,0.97,95.0,500.0
15686.763226509094,5.068,0.83,83.0,420.0
15687.767675161362,5.068,0.83,85.0,420.0
15688.77441239357,5.064,0.97,96.0,500.0
15689.778470993042,5.068,0.85,81.0,420.0
15690.786453723907,5.064,0.85,88.0,460.0
15691.790521860123,5.064,0.96,97.0,500.0
15692.796896457672,5.068,0.85,86.0,420.0
15693.80466413498,5.068,0.82,84.0,420.0
15694.808661699295,5.06,0.97,94.0,500.0
15695.815722703934,5.06,0.95,96.0,500.0
15696.819337844849,5.068,0.83,84.0,420.0
15697.826615810394,5.068,0.84,83.0,420.0
15698.833631515503,5.06,1.0,95.0,500.0
15699.837615728378,5.068,0.8,84.0,420.0
15700.845123291016,5.06,0.95,94.0,500.0
15701.849754333496,5.064,0.97,94.0,500.0
15702.856532335281,5.068,0.83,89.0,460.0
15703.860921859741,5.06,0.9,97.0,500.0
15704.867401361465,5.064,0.95,98.0,500.0
15705.874593019485,5.068,0.85,84.0,420.0
15706.878605604172,5.06,0.97,99.0,500.0
15707.885952711105,5.068,0.96,83.0,420.0
15708.890266656876,5.068,0.81,86.0,420.0
15709.896664142609,5.06,0.97,97.0,500.0
15710.901553630829,5.064,0.98,81.0,420.0
15711.907739639282,5.068,0.87,81.0,420.0
15712.914726495743,5.064,0.95,95.0,500.0
15713.919518232346,5.072,0.84,83.0,420.0
15714.926311731339,5.068,0.82,84.0,420.0
15715.930778265,5.064,0.95,94.0,500.0
15716.937616586685,5.068,0.8,84.0,420.0
15717.944436073303,5.072,0.84,84.0,420.0
15718.948517084122,5.064,0.95,97.0,500.0
15719.955755710602,5.068,0.87,84.0,420.0
15720.960093259811,5.068,0.78,80.0,400.0
15721.967295646667,5.06,0.94,95.0,500.0
15722.971112728119,5.068,0.83,87.0,420.0
15723.978600978851,5.068,0.82,84.0,420.0
15724.985734701157,5.06,0.95,98.0,500.0
15725.989956378937,5.064,0.83,82.0,420.0
15726.99718260765,5.06,0.95,95.0,500.0
15728.00109910965,5.064,0.96,94.0,500.0
15729.008022069931,5.068,0.8,83.0,420.0
15730.014405488968,5.068,0.84,87.0,420.0
15731.018749713898,5.064,0.95,100.0,500.0
15732.02642917633,5.064,0.93,93.0,460.0
15733.03064918518,5.064,1.0,96.0,500.0
15734.037409305573,5.06,0.94,94.0,500.0
15735.042113542557,5.064,0.94,82.0,420.0
15736.049238443375,5.064,1.01,100.0,500.0
15737.05544924736,5.064,0.95,94.0,500.0
15738.060417175293,5.068,0.85,85.0,420.0
15739.066589355469,5.06,0.97,98.0,500.0
15740.071437120438,5.072,0.84,82.0,420.0
15741.078443288803,5.068,0.84,84.0,420.0
15742.084814071655,5.06,0.98,94.0,500.0
15743.08996462822,5.064,0.96,96.0,500.0
15744.096971988678,5.064,0.84,85.0,420.0
15745.100456476212,5.068,0.81,80.0,400.0
15746.10736322403,5.06,0.95,98.0,500.0
15747.112714529037,5.064,0.82,82.0,420.0
15748.11875629425,5.064,0.83,82.0,420.0
15749.125916481018,5.06,0.99,94.0,500.0
15750.13035416603,5.068,0.84,82.0,420.0
15751.137766838074,5.068,0.83,82.0,420.0
15752.142065763474,5.06,0.95,96.0,500.0
15753.148805856705,5.068,0.83,86.0,420.0
15754.152719974518,5.06,0.97,100.0,500.0
15755.159440040588,5.064,0.9,94.0,500.0
15756.166758060455,5.064,0.81,82.0,420.0
15757.170877456665,5.068,0.83,84.0,420.0
15758.178325891495,5.064,0.95,98.0,500.0
15759.18272805214,5.068,0.89,84.0,420.0
15760.189724206924,5.064,0.95,97.0,500.0
15761.19613647461,5.06,0.94,96.0,500.0
15762.200377941132,5.068,0.94,80.0,400.0
15763.207696199417,5.064,1.0,99.0,500.0
15764.212030410767,5.068,0.84,83.0,420.0
15765.219057798386,5.068,0.84,87.0,420.0
15766.223489522934,5.064,0.96,95.0,500.0
15767.230023384094,5.068,0.83,83.0,420.0
15768.237501382828,5.064,0.82,84.0,420.0
15769.241065263748,5.06,0.95,96.0,500.0
15770.248828172684,5.064,0.84,84.0,420.0
15771.252611160278,5.068,0.82,81.0,420.0
15772.259438753128,5.06,0.97,94.0,500.0
15773.266658067703,5.064,0.84,86.0,420.0
15774.270733356476,5.068,0.8,82.0,420.0
15775.277888774872,5.06,0.96,97.0,500.0
15776.282414674759,5.068,0.81,80.0,400.0
15777.288900136948,5.068,0.82,84.0,420.0
15778.293108940125,5.06,1.0,96.0,500.0
15779.300372838974,5.064,0.92,97.0,500.0
15780.306859731674,5.068,0.84,97.0,500.0
15781.311625480652,5.064,0.95,100.0,500.0
15782.318304777145,5.068,0.82,83.0,420.0
15783.323443889618,5.068,0.86,94.0,500.0
15784.329526424408,5.06,0.98,97.0,500.0
15785.334452152252,5.068,0.97,80.0,400.0
15786.341571331024,5.068,0.85,84.0,420.0
15787.34809756279,5.06,0.95,95.0,500.0
15788.352038145065,5.06,0.98,83.0,420.0
15789.35942697525,5.06,0.97,100.0,500.0
15790.363532543182,5.06,0.95,95.0,500.0
15791.370267868042,5.068,0.81,84.0,420.0
15792.377541065216,5.068,0.82,83.0,420.0
15793.381532430649,5.064,0.99,97.0,500.0
15794.389419794083,5.068,0.85,86.0,420.0
15795.393392801285,5.068,0.84,85.0,420.0
15796.400653362274,5.064,0.95,100.0,500.0
15797.404749631882,5.068,0.82,83.0,420.0
15798.411403179169,5.068,0.83,79.0,400.0
15799.418462276459,5.064,0.94,95.0,500.0
15800.422633647919,5.064,0.82,84.0,420.0
15801.429723024368,5.068,0.84,83.0,420.0
15802.433671712875,5.06,0.95,98.0,500.0
15803.440676689148,5.068,0.83,82.0,420.0
15804.447554588318,5.068,0.83,88.0,460.0
15805.452368021011,5.064,0.97,98.0,500.0
15806.459367752075,5.068,0.82,80.0,400.0
15807.463408470154,5.064,0.85,95.0,500.0
15808.470338106155,5.06,0.97,93.0,460.0
15809.474656105042,5.068,0.85,80.0,400.0
15810.48147392273,5.06,0.95,100.0,500.0
15811.488420724869,5.06,0.96,85.0,420.0
15812.493269443512,5.068,0.87,85.0,420.0
15813.500232219696,5.06,0.96,95.0,500.0
15814.50444149971,5.064,0.94,95.0,500.0
15815.511429548264,5.06,0.97,94.0,500.0
15816.518676280975,5.06,0.97,95.0,500.0
15817.522571325302,5.068,0.88,85.0,420.0
15818.529305458069,5.068,0.84,85.0,420.0
15819.534187793732,5.06,0.95,95.0,500.0
15820.540662288666,5.06,0.97,96.0,500.0
15821.545381069183,5.068,0.84,82.0,420.0
15822.551687002182,5.064,0.97,97.0,500.0
15823.55853843689,5.064,0.85,85.0,420.0
15824.563509941101,5.068,0.85,83.0,420.0
15825.57016324997,5.06,0.97,99.0,500.0
15826.574412345886,5.064,0.94,98.0,500.0
15827.581933498383,5.068,0.87,83.0,420.0
15828.585939407349,5.068,0.83,84.0,420.0
15829.592460393906,5.06,0.94,96.0,500.0
15830.600072145462,5.064,0.83,82.0,420.0
15831.6039352417,5.06,0.98,102.0,520.0
15832.611133813858,5.06,0.97,99.0,500.0
15833.61496925354,5.068,0.83,83.0,420.0
15834.622189044952,5.064,0.84,97.0,500.0
15835.629318475723,5.06,0.95,92.0,460.0
15836.633598804474,5.068,0.85,84.0,420.0
15837.640899896622,5.06,0.93,97.0,500.0
15838.644483804703,5.06,0.97,88.0,460.0
15839.65143942833,5.064,0.92,81.0,420.0
15840.656459331512,5.064,0.98,94.0,500.0
15841.66271018982,5.068,0.82,81.0,420.0
15842.670532464981,5.068,0.8,85.0,420.0
15843.674355745316,5.06,0.98,96.0,500.0
15844.681412696838,5.068,0.83,84.0,420.0
15845.685586452484,5.064,0.8,84.0,420.0
15846.692268133163,5.06,0.96,97.0,500.0
15847.69964671135,5.068,0.84,85.0,420.0
15848.703761100769,5.068,0.85,82.0,420.0
15849.710357427597,5.064,0.95,97.0,500.0
15850.715411901474,5.072,0.83,82.0,420.0
15851.721952915192,5.06,0.95,97.0,500.0
15852.726395606995,5.06,0.98,94.0,500.0
15853.733406305313,5.068,0.82,83.0,420.0
15854.740647315979,5.068,0.83,82.0,420.0
15855.7443857193,5.06,0.95,95.0,500.0
15856.75176692009,5.068,0.82,83.0,420.0
15857.756201982498,5.068,0.82,95.0,500.0
15858.762416601181,5.064,0.95,94.0,500.0
15859.767537355423,5.068,0.85,83.0,420.0
15860.774206876755,5.068,0.83,86.0,420.0
15861.781417369843,5.06,0.96,96.0,500.0
15862.78498005867,5.068,0.84,97.0,500.0
15863.79208946228,5.06,0.91,101.0,520.0
15864.797102451324,5.064,0.99,95.0,500.0
15865.803287029266,5.068,0.85,87.0,420.0
15866.81017947197,5.06,0.94,99.0,500.0
15867.814598083496,5.06,0.97,93.0,460.0
15868.821531534195,5.068,0.84,84.0,420.0
15869.826788663864,5.06,0.99,96.0,500.0
15870.832930326462,5.064,0.94,84.0,420.0
15871.837506055832,5.064,0.85,82.0,420.0
15872.844217777252,5.064,0.84,80.0,400.0
15873.851907014847,5.06,0.96,94.0,500.0
15874.855477333069,5.064,0.83,85.0,420.0
15875.862539291382,5.06,0.95,95.0,500.0
15876.867321014404,5.068,0.9,88.0,460.0
15877.87373638153,5.06,0.94,97.0,500.0
15878.881376504898,5.068,0.83,86.0,420.0
15879.885348796844,5.064,0.95,94.0,500.0
15880.891860723495,5.068,0.79,80.0,400.0
15881.896595716476,5.064,0.83,82.0,420.0
15882.903542280197,5.064,0.93,94.0,500.0
15883.907502412796,5.068,0.84,83.0,420.0
15884.914498329163,5.064,0.85,84.0,420.0
15885.92156791687,5.064,0.97,93.0,460.0
15886.92629313469,5.068,0.81,82.0,420.0
15887.932663917542,5.068,0.8,84.0,420.0
15888.936880350113,5.064,0.94,98.0,500.0
15889.944511175156,5.068,0.86,86.0,420.0
15890.951447486877,5.06,0.97,100.0,500.0
15891.955633163452,5.06,0.95,95.0,500.0
15892.962620019913,5.064,0.82,84.0,420.0
15893.966984033585,5.06,0.98,95.0,500.0
15894.973966360092,5.068,0.98,84.0,420.0
15895.977603912354,5.068,0.83,83.0,420.0
15896.984753608704,5.06,0.96,98.0,500.0
15897.992080688477,5.06,0.98,93.0,460.0
15898.996678590775,5.068,0.84,83.0,420.0
15900.002928972244,5.06,0.96,94.0,500.0
15901.007886171341,5.068,0.83,84.0,420.0
15902.014397144318,5.068,0.84,84.0,420.0
15903.018815755844,5.06,0.98,101.0,520.0
15904.025589942932,5.068,0.82,83.0,420.0
15905.032659292221,5.068,0.8,83.0,420.0
15906.036873579025,5.064,1.0,97.0,500.0
15907.043642520905,5.068,0.8,83.0,420.0
15908.04798913002,5.068,0.88,85.0,420.0
15909.05560874939,5.06,0.97,94.0,500.0
15910.06176519394,5.068,0.83,83.0,420.0
15911.06673359871,5.068,0.87,82.0,420.0
15912.073471069336,5.06,0.96,94.0,500.0
15913.077863693237,5.068,0.82,79.0,400.0
15914.084554433823,5.064,0.97,93.0,460.0
15915.089408636093,5.056,0.96,98.0,500.0
15916.096465587616,5.06,0.91,95.0,500.0
15917.103290081024,5.068,0.82,85.0,420.0
15918.107304811478,5.06,0.94,98.0,500.0
15919.113871097565,5.068,0.85,83.0,420.0
15920.118400812149,5.064,0.8,81.0,420.0
15921.12544465065,5.06,0.95,97.0,500.0
15922.132408857346,5.06,0.94,99.0,500.0
15923.136522054672,5.06,0.87,98.0,500.0
15924.144018173218,5.064,0.96,99.0,500.0
15925.148359060287,5.064,0.84,84.0,420.0
15926.15550327301,5.064,0.83,83.0,420.0
15927.15942311287,5.064,0.97,92.0,460.0
15928.166329860687,5.068,0.84,86.0,420.0
15929.17351102829,5.064,0.84,82.0,420.0
15930.177539110184,5.06,0.96,100.0,500.0
15931.18433213234,5.068,0.84,84.0,420.0
15932.18846321106,5.064,0.82,84.0,420.0
15933.195561647415,5.064,0.95,98.0,500.0
15934.202532529831,5.068,0.83,84.0,420.0
15935.206776618958,5.064,0.85,83.0,420.0
15936.214341402054,5.06,0.91,97.0,500.0
15937.218820810318,5.068,0.87,83.0,420.0
15938.225481510162,5.068,0.85,86.0,420.0
15939.229469776154,5.064,0.98,95.0,500.0
15940.236301898956,5.06,0.97,98.0,500.0
15941.243406772614,5.064,0.84,96.0,500.0
15942.247739076614,5.064,0.94,97.0,500.0
15943.25464463234,5.064,0.86,85.0,420.0
15944.258650302887,5.068,0.83,88.0,460.0
15945.266239643097,5.06,0.94,94.0,500.0
15946.270298242569,5.064,0.94,82.0,420.0
15947.277252197266,5.06,1.0,96.0,500.0
15948.284513235092,5.064,0.97,98.0,500.0
15949.288444042206,5.068,0.84,84.0,420.0
15950.295159816742,5.06,0.98,100.0,500.0
15951.300325393677,5.068,0.84,82.0,420.0
15952.30662226677,5.068,0.83,81.0,420.0
15953.314237356186,5.064,0.95,97.0,500.0
15954.318604707718,5.068,0.84,83.0,420.0
15955.325186014175,5.064,0.81,82.0,420.0
15956.329408407211,5.06,0.94,97.0,500.0
15957.336480617523,5.068,0.8,80.0,400.0
15958.340410709381,5.064,0.83,80.0,400.0
15959.34814953804,5.056,0.95,100.0,500.0
15960.355212926865,5.068,0.83,79.0,400.0
15961.359408140182,5.064,0.84,83.0,420.0
15962.365487575531,5.068,0.82,82.0,420.0
15963.370152711868,5.06,0.97,97.0,500.0
15964.37746477127,5.064,0.87,83.0,420.0
15965.384453296661,5.064,0.97,96.0,500.0
15966.388622999191,5.064,0.97,96.0,500.0
15967.395284891129,5.064,0.83,83.0,420.0
15968.399427175522,5.068,0.81,95.0,500.0
15969.406314611435,5.06,0.99,100.0,500.0
15970.410646438599,5.068,0.84,84.0,420.0
15971.418289661407,5.064,0.94,95.0,500.0
15972.424674749374,5.064,1.0,86.0,420.0
15973.428990364075,5.068,0.84,82.0,420.0
15974.436619997025,5.06,0.98,98.0,500.0
15975.440274715424,5.06,0.96,94.0,500.0
15976.447300195694,5.064,0.92,96.0,500.0
15977.454612016678,5.064,0.97,96.0,500.0
15978.458463668823,5.068,0.83,83.0,420.0
15979.465982675552,5.068,0.84,84.0,420.0
15980.470295906067,5.06,0.97,98.0,500.0
15981.477231502533,5.068,0.83,82.0,420.0
15982.481007814407,5.068,0.82,84.0,420.0
15983.48864030838,5.064,0.94,96.0,500.0
15984.49539732933,5.068,0.8,84.0,420.0
15985.499630689621,5.068,0.83,82.0,420.0
15986.50631737709,5.06,0.95,97.0,500.0
15987.510746717453,5.064,0.84,84.0,420.0
15988.51773262024,5.068,0.84,85.0,420.0
15989.521865606308,5.064,0.96,95.0,500.0
15990.529413223267,5.068,0.86,86.0,420.0
15991.536312103271,5.068,0.82,84.0,420.0
15992.540606498718,5.06,0.97,95.0,500.0
15993.546836614609,5.064,0.85,81.0,420.0
15994.551620721817,5.064,0.84,82.0,420.0
15995.558387994766,5.06,0.96,95.0,500.0
15996.565475702286,5.064,0.84,84.0,420.0
15997.569756031036,5.06,0.94,96.0,500.0
15998.576411485672,5.064,0.96,97.0,500.0
15999.580919504166,5.068,0.84,96.0,500.0
16000.587799310684,5.06,0.87,100.0,500.0
16001.592616796494,5.06,1.0,98.0,500.0
16002.599761486053,5.06,0.96,94.0,500.0
16003.606625318527,5.068,0.84,83.0,420.0
16004.610747098923,5.06,0.97,100.0,500.0
16005.617765903473,5.064,0.86,82.0,420.0
16006.621634960175,5.06,0.99,97.0,500.0
16007.628592967987,5.06,0.95,93.0,460.0
16008.635576725006,5.068,0.8,82.0,420.0
16009.640576839447,5.064,0.85,83.0,420.0
16010.646734714508,5.064,0.94,94.0,500.0
16011.651663303375,5.064,0.85,82.0,420.0
16012.6582634449,5.068,0.83,86.0,420.0
16013.662683486938,5.064,0.95,98.0,500.0
